typ,ra,dec,mag,names
Gxy,51.6333,-35.7139,12.2,NGC1336
Gxy,51.992850000000004,-37.15,12.4,NGC1341
Gxy,52.024649999999994,-8.38917,11.6,NGC1337
Gxy,52.02705,-32.2861,11.6,NGC1339
Gxy,52.0821,-31.0686,10.5,NGC1340
Gxy,52.0821,-31.0686,10.3,NGC1344
Gxy,52.2267,-12.1536,12.9,NGC1338
Gxy,52.6458,-34.8542,11.7,NGC1351
Gxy,52.7838,-33.6289,10.7,NGC1350
OC,52.91715,37.3744,6.7,NGC1342
Gxy,52.880849999999995,-51.9049,12.13,IC1954
Gxy,53.01285,-20.8192,11.7,NGC1353
Gxy,53.12205,-15.2222,12.3,NGC1354
Gxy,53.3217,-13.6647,11.8,NGC1357
PN,53.310900000000004,-25.8717,9.4,NGC1360
Gxy,53.4012,-36.1403,9.6,NGC1365
Gxy,53.41545,-5.08944,11.9,NGC1358
Gxy,53.42445,-21.4786,12.39,IC1953
Gxy,53.447100000000006,-19.4897,12.2,NGC1359
Gxy,53.47035,-20.2828,12.6,NGC1362
Gxy,53.47335,-31.1939,12.0,NGC1366
Gxy,54.1884,-36.2561,12.9,NGC1369
Gxy,53.755050000000004,-24.9339,10.8,NGC1367
Gxy,53.755050000000004,-24.9339,10.8,NGC1371
Gxy,53.8104,-20.3739,12.5,NGC1370
Gxy,53.82,-35.2656,12.1,NGC1375
Gxy,53.82,-35.2261,11.2,NGC1374
Gxy,53.87895,-34.4471,12.99,IC335
Gxy,54.0159,-35.4414,11.2,NGC1379
Gxy,54.112950000000005,-34.9761,10.2,NGC1380
Gxy,54.1314,-43.9569,12.93,IC1970
Gxy,54.132450000000006,-35.2956,11.7,NGC1381
Gxy,54.16245,-20.9017,12.5,NGC1377
Gxy,54.196200000000005,-35.9992,11.4,NGC1386
Gxy,54.2379,-35.5064,10.9,NGC1387
Gxy,54.27465,-5.04306,12.3,NGC1376
Gxy,54.287099999999995,-35.1961,12.9,NGC1382
Gxy,54.2988,-35.7444,11.6,NGC1389
Gxy,54.37005,-24.5019,11.1,NGC1385
Gxy,54.41295,-18.3397,12.5,NGC1383
Gxy,54.45915,72.5708,12.9,NGC1343
Gxy,54.6237,-23.0278,10.0,NGC1395
Gxy,54.62085,-35.4511,9.4,NGC1399
Gxy,54.66045,-18.4281,12.1,NGC1393
Gxy,54.68715,-44.1011,11.0,NGC1411
Gxy,54.7167,-26.3367,9.8,NGC1398
Gxy,54.716249999999995,-35.5931,10.2,NGC1404
Gxy,54.778800000000004,-18.2925,12.7,NGC1394
Gxy,54.795,-22.3886,12.9,NGC1403
Gxy,54.84045,-22.725,12.4,NGC1401
Gxy,54.8775,-18.5269,13.0,NGC1402
Gxy,54.84585,-31.3225,11.9,NGC1406
Gxy,54.8784,-18.6883,11.3,NGC1400
Gxy,55.0491,-18.58,10.1,NGC1407
Gxy,55.121700000000004,-26.8625,12.6,NGC1412
Gxy,55.174949999999995,-37.5114,12.6,NGC1419
Gxy,55.237049999999996,-22.5647,11.6,NGC1415
Gxy,55.262100000000004,-22.7192,13.0,NGC1416
Gxy,55.48785,-4.70583,12.0,NGC1417
Gxy,55.50585,-47.2222,10.1,NGC1433
Gxy,55.54755,-29.8933,11.0,NGC1425
Gxy,55.57965,-35.3933,11.1,NGC1427
Gxy,55.5954,-35.1542,12.8,NGC1428
Gxy,55.6221,-13.4883,11.6,NGC1421
Gxy,55.70535,-22.1081,11.5,NGC1426
Gxy,55.9041,-35.8547,11.7,NGC1436
Gxy,55.9041,-35.8547,11.9,NGC1437
Gxy,56.1342,-44.6456,11.0,NGC1448
Gxy,56.1342,-44.6456,10.7,NGC1457
OC,56.13915,-71.6717,11.4,NGC1466
OC+Neb,56.12505,32.2833,7.3,IC348
Gxy,56.2071,-21.9208,11.4,NGC1439
Gxy,56.26215,-18.2661,11.7,NGC1440
Gxy,56.26215,-18.2661,11.6,NGC1442
Gxy,56.32125,76.6384,12.62,IC334
Gxy,56.32125,-23.0025,12.5,NGC1438
Gxy,56.34285,-18.6333,12.3,NGC1452
Gxy,56.34285,-18.6333,11.9,NGC1455
Gxy,56.556599999999996,-36.6969,12.6,NGC1460
Gxy,56.6133,-3.96917,11.7,NGC1453
Gxy,56.7054,68.1014,9.67,IC342/C5
Gxy,56.26215,-18.2661,11.6,NGC1458
Gxy,56.74125,-25.5217,13.0,NGC1459
Gxy,56.770050000000005,-33.7098,12.52,IC1993
PN,56.87505,35.05,12.0,IC351
Gxy,57.11295,-16.3928,11.7,NGC1461
Gxy,57.2823,-48.8582,12.93,IC2000
OC,57.34545,52.6622,6.6,NGC1444
Gxy,58.0017,-83.8313,12.25,IC2051
Gxy,58.1988,-47.4789,12.7,NGC1483
Gxy,58.392900000000004,-66.0186,12.5,NGC1490
Gxy,58.61865,-35.9672,12.24,IC2006
Gxy,58.662150000000004,-20.5039,12.3,NGC1482
Gxy,58.93875,-42.3681,11.9,NGC1487
PN,59.1,33.8667,13.0,IC2003
Gxy,59.3646,-46.2119,11.4,NGC1493
Gxy,59.42715,-48.9097,11.8,NGC1494
Gxy,59.588699999999996,-44.4664,12.8,NGC1495
Gxy,59.9037,-67.6353,11.4,NGC1511
Gxy,60.1158,68.5769,12.8,NGC1469
Gxy,60.88545,-43.4003,12.6,NGC1510
Gxy,60.975899999999996,-43.3492,10.6,NGC1512
Gxy,61.00874999999999,-54.1006,11.4,NGC1515
OC,61.132949999999994,52.6614,9.6,NGC1496
Gxy,61.112849999999995,-2.18889,12.4,NGC1507
Gxy,61.2654,70.9956,12.8,NGC1485
Gxy,61.704150000000006,-21.1792,11.7,NGC1518
PN,61.747049999999994,60.9208,11.5,NGC1501
OC,61.9554,62.3317,6.9,NGC1502
Gxy,61.945350000000005,69.8124,11.54,IC356
Gxy,62.03295,-8.83083,11.8,NGC1516
Gxy,62.07795,-21.0519,11.5,NGC1521
Gxy,62.10045,-47.8972,11.0,NGC1527
Gxy,62.19255,-62.7978,13.0,NGC1534
Gxy,62.257949999999994,-45.5176,12.42,IC2035
PN,62.320350000000005,30.7761,10.9,NGC1514
Gxy,62.4663,-56.1183,10.9,NGC1533
OC,62.47785,49.5172,8.4,NGC1513
Gxy,62.0313,-8.82972,11.8,NGC1524
Gxy,62.75085,-56.4831,12.7,NGC1536
Gxy,62.996249999999996,-32.8514,12.3,NGC1531
Gxy,63.01755000000001,-32.875,10.6,NGC1532
Gxy,63.1788,-57.7381,10.3,NGC1543
Gxy,63.41955,-31.6461,10.6,NGC1537
PN,63.566250000000004,-12.7392,9.6,NGC1535
Gxy,63.65369999999999,-56.0606,11.4,NGC1546
OC,63.82875,51.2114,6.4,NGC1528
Gxy,63.9375,-55.5917,9.7,NGC1549
Gxy,64.04415,-55.78,9.4,NGC1553
Gxy,64.1022,-60.2068,12.42,IC2056
Gxy,64.40294999999999,-62.7844,10.7,NGC1559
Gxy,64.43625,-50.1647,12.8,NGC1556
OC,64.75005,58.3,11.7,IC361
Gxy,65.0658,-45.0314,12.7,NGC1558
Gxy,64.90785,2.40972,12.5,NGC1550
Gxy,64.90785,2.40972,12.1,NGC1551
Gxy,65.00295,-54.9378,9.8,NGC1566
Gxy,65.07285,-0.693333,13.0,NGC1552
OC,65.23455,50.2553,6.2,NGC1545
Gxy,65.28630000000001,-48.2553,12.4,NGC1567
Gxy,65.49419999999999,-56.9747,10.7,NGC1574
Gxy,65.5371,-43.6306,12.3,NGC1570
Gxy,65.5371,-43.6306,12.3,NGC1571
Gxy,65.67795,-40.6017,12.9,NGC1572
Gxy,65.86215,75.2958,12.3,NGC1530
Gxy,66.18705,-54.9428,12.4,NGC1581
Gxy,66.58619999999999,-10.0989,12.7,NGC1575
Gxy,66.58619999999999,-10.0989,12.7,NGC1577
Gxy,66.9084,-55.0269,11.2,NGC1596
Gxy,67.09005,-47.8158,12.8,NGC1595
OC,67.40415,-71.8383,12.7,NGC1629
Gxy,67.3779,-26.7131,13.0,NGC1591
Gxy,67.6671,0.661111,12.1,NGC1587
Gxy,67.70505,64.8475,11.3,NGC1569
Gxy,67.68255,0.664722,12.9,NGC1588
Gxy,67.69035,0.863333,12.8,NGC1589
Gxy,67.71495,-5.79833,13.0,NGC1594
Gxy,67.91625,-5.08778,11.5,NGC1600
Gxy,67.9137,-54.6017,10.7,NGC1617
OC,67.99995,43.8481,7.0,NGC1582
Gxy,68.17455,-43.7156,13.0,NGC1616
Gxy,68.2038,71.8833,11.3,NGC1560
Gxy,68.20004999999999,71.9,12.0,IC2062
Gxy,68.50035000000001,-8.57917,12.9,NGC1614
Gxy,68.76705,73.2625,12.2,NGC1573
OC,68.72625000000001,45.2697,10.7,NGC1605
Gxy,69.0279,-3.14917,12.7,NGC1618
Gxy,69.1554,-0.143056,12.8,NGC1620
Gxy,69.2763,-3.30444,12.6,NGC1625
Gxy,69.40785,-4.88889,13.0,NGC1627
OC,69.38625,-70.5856,12.3,NGC1651
Gxy,69.47505,-9.51667,13.0,IC382
OC,69.41505000000001,-66.1969,13.0,NGC1644
OC,69.59535,-68.6731,12.9,NGC1649
Gxy,70.03245,-0.5475,12.6,NGC1635
OC+Neb,70.15214999999999,50.4617,11.8,NGC1624
Gxy,70.16745,-8.60778,13.0,NGC1636
Gxy,70.36665,-2.85806,11.1,NGC1637
Gxy,70.40129999999999,-1.80917,12.0,NGC1638
Gxy,70.56045,-20.4353,11.9,NGC1640
Gxy,70.72964999999999,0.618611,12.8,NGC1642
Gxy,71.02664999999999,-5.46556,13.0,NGC1645
Gxy,71.09745000000001,-8.53167,13.0,NGC1646
Gxy,71.29785,-15.87,12.7,NGC1650
Gxy,71.4288,-59.2478,10.2,NGC1672
Gxy,71.4471,-2.39333,11.8,NGC1653
Gxy,71.47245,-5.13694,12.9,NGC1656
OC,71.4816,19.1117,6.4,NGC1647
Gxy,71.52465,-44.7331,12.8,NGC1668
Gxy,71.6241,-4.78833,12.5,NGC1659
OC,71.91165,-69.3436,12.9,NGC1693
OC,71.93535,-69.3739,12.2,NGC1695
Gxy,72.07125,-5.4275,12.8,NGC1665
Gxy,72.09795000000001,-59.8003,12.1,NGC1688
OC,72.12044999999999,10.9303,6.4,NGC1662
Gxy,72.1371,-6.56972,12.7,NGC1666
Gxy,72.15495000000001,-6.32,12.6,NGC1667
GC,72.15165,-68.5581,12.6,NGC1697
OC,72.36540000000001,-69.8508,12.5,NGC1702
GC,72.2688,-69.1136,12.1,NGC1698
OC,72.4812,-69.7564,11.5,NGC1704
Gxy,72.42705000000001,-2.76028,12.8,NGC1670
Gxy,72.4809,-31.9675,11.6,NGC1679
Gxy,72.3921,0.253056,12.9,NGC1671
OC,72.65085,-69.9856,10.1,NGC1711
Gxy,71.6241,-4.78833,12.5,NGC1677
OC,72.78495000000001,43.6744,7.6,NGC1664
Gxy,72.9588,-5.80361,12.9,NGC1681
OC,73.035,-66.9253,11.6,NGC1714
OC,73.10625,-67.0508,12.3,NGC1718
OC+Neb,73.0533,-69.3389,11.1,NGC1727
Gxy,73.12965,-3.10583,12.0,NGC1684
Gxy,73.2162,-59.7433,11.7,NGC1703
OC,73.29465,-68.65,12.3,NGC1732
OC+Neb,73.38374999999999,-66.9253,9.9,NGC1731
Gxy,72.15495000000001,-6.32,12.1,NGC1689
OC,73.58205000000001,-67.0997,10.8,NGC1735
Gxy,73.5579,-53.3611,11.9,NGC1705
OC,73.57454999999999,-70.4417,12.0,NGC1754
Gxy,73.6596,3.26722,12.2,NGC1691
OC,73.7079,-69.2375,12.2,NGC1756
OC+Neb,73.7958,-67.1689,9.4,NGC1747
OC,73.81215,-68.2042,9.9,NGC1755
Gxy,73.9629,-29.8842,13.0,NGC1701
OC,73.99035,-70.225,12.2,NGC1766
OC,73.9488,-74.2856,12.8,NGC1777
OC,74.11590000000001,-67.6939,12.6,NGC1764
OC+Neb,74.1138,-69.4006,10.6,NGC1767
OC+Neb,74.15745,-66.4789,9.9,NGC1761
OC,74.2509,-68.2494,12.8,NGC1768
OC+Neb,74.22045,-69.5561,11.0,NGC1772
OC,74.22255,-70.4294,12.6,NGC1775
Gxy,74.235,-4.86472,11.1,NGC1700
OC+Neb,74.31585,-68.4181,9.0,NGC1770
Gxy,74.3208,-15.2889,13.0,NGC1710
Gxy,74.33760000000001,78.189,12.99,IC391
OC+Neb,74.46285,-69.3922,10.5,NGC1782
OC,74.5287,-67.2425,10.8,NGC1774
Gxy,74.49555000000001,68.3235,12.92,IC396
Gxy,74.60204999999999,-62.0283,13.0,NGC1765
OC,74.66579999999999,-66.4297,13.0,NGC1776
Gxy,74.72745,-0.489444,12.7,NGC1713
OC,74.7867,-65.9853,10.9,NGC1783
OC,74.78295,-67.7453,10.9,NGC1786
OC,75.42705000000001,-65.8231,10.9,NGC1787
Gxy,74.82209999999999,-11.1189,12.8,NGC1721
Gxy,74.84505,-11.1322,12.8,NGC1725
Gxy,74.85794999999999,-10.9808,11.7,NGC1723
OC,74.90955,-69.5578,12.4,NGC1793
OC,74.9454,-69.8011,12.4,NGC1795
Gxy,74.88255,-15.8239,12.3,NGC1730
Gxy,74.89995,-15.8333,13.0,IC2113
Gxy,74.92455000000001,-7.75528,12.3,NGC1726
Gxy,74.98995,-26.0219,11.5,NGC1744
Gxy,75.0654,-3.3525,12.9,NGC1729
OC,75.14415000000001,-69.6139,12.2,NGC1801
OC,75.2637,-69.0828,11.9,NGC1804
Gxy,75.4779,-3.29611,12.9,NGC1740
OC,75.5475,-67.9839,11.0,NGC1806
Gxy,75.5391,-8.24083,12.6,NGC1752
OC,75.58919999999999,-66.1122,10.6,NGC1805
OC,75.6138,-70.6211,12.4,NGC1815
OC,75.66795,-70.3181,12.8,NGC1813
Gxy,75.6783,-61.1403,12.5,NGC1796
OC,75.84705,-66.3819,11.9,NGC1810
OC,75.88874999999999,49.4917,10.0,NGC1724
OC,75.8541,-70.3356,12.1,NGC1823
OC,75.95909999999999,23.7678,6.1,NGC1746
Gxy,75.90375,1.57361,12.8,NGC1762
OC+Neb,75.9438,-67.3008,9.0,NGC1814
OC+Neb,75.96165,-67.2608,9.0,NGC1816
OC,76.00710000000001,-67.2661,9.0,NGC1820
GC,76.07955000000001,-68.9264,12.0,NGC1825
GC,76.08705,-69.3883,12.5,NGC1828
OC,76.0617,-66.4344,9.7,NGC1818
OC,76.15965,-69.3403,12.6,NGC1830
OC+Neb,76.2387,-68.0556,8.0,NGC1829
OC+Neb,76.23285,-70.7142,10.6,NGC1837
Gxy,76.30875,-37.98,10.2,NGC1792
GC,76.27380000000001,-69.4042,10.6,NGC1835
Gxy,76.3254,-9.1475,12.1,NGC1779
OC,76.3938,-68.6281,12.2,NGC1836
Gxy,76.3629,-11.8717,11.7,NGC1784
Gxy,76.3608,-49.5681,12.9,NGC1803
OC,76.53285,-68.4453,12.9,NGC1838
OC,76.51005,-68.6269,11.8,NGC1839
OC,76.5696,-64.9186,11.2,NGC1831
OC,76.59165,-70.4792,10.2,NGC1845
Gxy,76.60589999999999,-31.955,12.6,NGC1800
Gxy,76.7334,-59.7256,12.8,NGC1824
GC,76.78410000000001,-68.9714,11.1,NGC1847
OC,76.87785,-67.3236,12.1,NGC1844
OC,76.86330000000001,-71.1956,9.7,NGC1848
OC,76.89465,-67.4586,11.3,NGC1846
Gxy,76.9263,-37.5131,10.0,NGC1808
Gxy,76.97955,-18.1903,12.7,NGC1781
Gxy,76.97955,-18.1903,12.8,NGC1794
OC,77.02380000000001,37.0228,7.7,NGC1778
GC,77.1867,-68.7617,9.0,NGC1850
Gxy,77.22,-29.2522,12.9,NGC1812
OC,77.34960000000001,-67.7775,12.0,NGC1852
GC,77.3346,-68.8489,10.4,NGC1854
OC,77.39535000000001,-66.3158,12.8,NGC1849
GC,77.37285,-69.1278,10.1,NGC1856
OC+Neb,77.48505,-68.8997,9.9,NGC1858
Gxy,77.51835,-36.9608,12.7,NGC1827
OC,77.66505,-68.7522,11.0,NGC1860
OC,77.6712,16.5311,7.0,NGC1807
OC,77.88285,-65.2497,12.3,NGC1859
GC,77.91539999999999,-68.7269,11.0,NGC1863
OC,77.91795,47.6889,10.0,NGC1798
Gxy,77.9421,5.20028,12.5,NGC1819
OC,78.10964999999999,16.6842,7.7,NGC1817
Gxy,78.0138,-15.6878,11.8,NGC1832
OC,78.10455,-68.7711,12.9,NGC1865
OC,78.16965,-67.6214,12.9,NGC1864
OC,78.21255000000001,-70.4717,12.9,NGC1878
GC,78.2913,-69.1169,11.3,NGC1870
GC,78.2979,-69.3128,11.0,NGC1872
OC+Neb,78.33045,-69.3614,11.7,NGC1876
OC,78.41295,-65.4656,9.7,NGC1866
OC+Neb,78.4659,-67.4528,10.1,NGC1871
OC+Neb,78.4821,-67.3344,10.4,NGC1873
OC,78.4413,-72.0781,12.8,NGC1890
Gxy,78.52545,-10.6272,12.7,NGC1843
GC,78.5262,-40.0472,7.1,NGC1851/C73
OC,78.65205,-63.955,11.6,NGC1868
GC,78.7746,-68.9775,12.0,NGC1885
OC,78.8892,-66.1297,12.3,NGC1882
OC,78.96374999999999,-69.4686,12.2,NGC1894
OC,79.02494999999999,-66.3186,12.7,NGC1887
OC,79.17705000000001,-69.6564,11.9,NGC1898
Gxy,79.28954999999999,-64.9606,12.2,NGC1892
GC,79.34295,-69.3353,11.9,NGC1903
GC,79.65209999999999,-69.4069,10.4,NGC1916
OC+Neb,79.41629999999999,-71.2558,12.0,NGC1914
OC,79.57995,-66.6275,11.8,NGC1902
OC+Neb,79.67954999999999,-69.2319,11.2,NGC1910
OC,79.5804,-69.5367,11.1,NGC1913
GC,79.755,-68.9989,12.3,NGC1917
OC,79.9542,-69.4483,11.5,NGC1922
Gxy,79.95045,-32.1431,12.7,NGC1879
OC,80.02289999999999,39.3436,7.0,NGC1857
GC,80.14245,-69.5242,11.8,NGC1926
OC,80.23545,-69.4781,11.9,NGC1928
OC+Neb,80.39205,-65.4867,11.2,NGC1923
GC,80.35335,-69.9394,11.8,NGC1938
GC,80.3613,-69.9497,12.9,NGC1939
Gxy,80.45295,-23.8125,13.0,NGC1886
OC,80.48910000000001,-72.4944,11.8,NGC1944
Gxy,80.64465,-11.4994,12.1,NGC1888
OC,80.68245,-67.1867,11.9,NGC1940
OC+Neb,80.68785000000001,33.4203,7.5,NGC1893
OC,80.62005,-70.155,12.0,NGC1943
GC,81.0441,-24.5242,7.7,M79/NGC1904
OC,81.3183,-66.3947,12.6,NGC1946
GC,81.3663,-68.8383,11.7,NGC1953
OC+Neb,81.44295,-66.2669,11.6,NGC1948
GC,81.37755,-69.8369,13.0,NGC1958
OC,81.40289999999999,-69.9269,12.2,NGC1959
OC,81.4758,46.4903,12.0,NGC1883
Gxy,81.48585,-46.7289,12.5,NGC1930
OC,81.52875,-66.5972,10.6,NGC1951
OC+Neb,81.54165,-67.4975,9.0,NGC1955
OC,81.57419999999999,-68.8378,11.5,NGC1962
OC,81.6213,-68.8064,8.0,NGC1965
OC,81.68084999999999,-69.1017,10.8,NGC1967
OC,81.63495,-69.8414,12.5,NGC1969
OC,84.66,-69.0942,8.0,NGC1970
OC,81.68745,-69.8517,11.9,NGC1971
OC,81.69585000000001,-69.8383,12.6,NGC1972
Gxy,81.69795,-63.7606,10.9,NGC1947
OC+Neb,81.84255,-67.4639,9.0,NGC1968
OC,81.8217,-70.7375,12.0,NGC1987
OC,81.8721,-71.8794,11.9,NGC2000
OC,81.93465,-68.9861,9.9,NGC1983
OC,81.92085,-69.1344,10.0,NGC1984
GC,81.91244999999999,-69.9728,11.1,NGC1986
PN,81.87495,-12.7,11.0,IC418
Gxy,82.00785,-5.31056,12.5,NGC1924
OC+Neb,81.97665,-67.4261,9.0,NGC1974
OC,82.0188,35.3256,8.2,NGC1907
OC,82.09124999999999,-69.1419,9.8,NGC1994
OC+Neb,82.1883,-66.2353,10.7,NGC1978
OC,82.17705,35.855,6.4,M38/NGC1912
OC+Neb,82.0017,-67.4231,9.0,NGC1991
GC,82.54545,-69.7525,11.6,NGC2005
OC,82.58505000000001,-66.8842,10.1,NGC2002
OC,82.66785,-67.2861,9.6,NGC2004
OC,82.6458,-70.8197,11.7,NGC2010
OC+Neb,82.6887,-71.0683,10.9,NGC2018
OC,82.72665,-66.4664,11.3,NGC2003
OC,82.7466,-69.1817,11.0,NGC2009
OC,82.83165,-66.9719,11.5,NGC2006
OC+Neb,82.85745,34.245,10.1,NGC1931
OC,82.91205000000001,-69.9458,10.4,NGC2016
GC,82.9863,-70.1597,10.9,NGC2019
OC,83.08455,-67.5233,10.6,NGC2011
OC+Neb,83.0829,-67.69,9.0,NGC2014
Gxy,83.20125,-14.0625,11.8,NGC1954
OC,83.14035000000001,-71.7156,10.9,NGC2025
Gxy,83.34,-21.9467,10.9,NGC1964
OC,83.37795,-67.4531,12.1,NGC2021
OC,83.45295,-69.9519,12.9,NGC2028
OC,83.4246,-70.9869,10.8,NGC2031
Gxy,84.9162,-69.7739,11.9,NGC1979
OC,83.63130000000001,-70.0644,12.8,NGC2036
Neb,83.63295,22.0144,8.4,M1/NGC1952
OC+Neb,83.66879999999999,-69.7478,11.6,NGC2033
OC,83.67630000000001,-70.5631,11.9,NGC2038
OC,83.75295,-69.7317,10.3,NGC2037
OC,83.74875,-66.9164,11.9,NGC2027
OC,83.79,-4.425,4.2,NGC1981
OC,83.9067,-70.2408,12.6,NGC2046
OC+Neb,83.82165,-5.39083,4.0,M42/NGC1976
Gxy,83.8566,-17.8156,12.5,NGC1993
Neb,83.88045000000001,-5.2675,9.0,M43/NGC1982
OC,83.97120000000001,-68.9258,9.5,NGC2042
OC,83.9862,-69.1944,10.6,NGC2044
OC,84.0738,34.1408,6.0,M36/NGC1960
OC,84.0309,-71.0114,11.7,NGC2051
OC,84.11715,-66.9897,10.4,NGC2041
OC,84.16215,-69.3836,9.3,NGC2050
OC,84.14205,-70.6719,12.3,NGC2056
OC,84.22619999999999,-70.1622,11.9,NGC2058
OC,84.22995,-70.2689,12.2,NGC2057
OC,84.25245000000001,-70.1292,12.9,NGC2059
OC,84.1866,-69.4986,8.4,NGC2055
OC,84.41535,-67.4131,12.2,NGC2053
OC,84.41040000000001,-70.2367,11.2,NGC2065
OC+Neb,84.45285,-69.1733,9.6,NGC2060
OC+Neb,84.58619999999999,-70.6858,11.5,NGC2075
Neb,84.66,-69.0942,8.2,Tarantula nebula/NGC2070/C103
OC,85.0113,-66.8758,12.7,NGC2062
OC,85.24964999999999,-68.4656,12.5,NGC2088
OC,85.24215,-69.4372,12.1,NGC2091
OC+Neb,85.45755,-68.9214,11.6,NGC2093
Gxy,85.4637,-64.3019,12.2,NGC2082
OC,85.53795000000001,-69.2119,9.6,NGC2100
Gxy,85.51875,69.3786,11.3,NGC1961
PN,85.52535,9.08611,11.6,NGC2022
OC,85.57455,-68.4586,11.3,NGC2096
OC,85.58534999999999,-69.4872,11.4,NGC2102
OC,85.62660000000001,-68.2756,10.7,NGC2098
OC,85.80375000000001,-70.64,11.5,NGC2107
Gxy,85.8129,-30.0786,13.0,NGC2049
OC,85.98045,-69.1808,12.8,NGC2108
OC,86.08005,-66.9178,12.2,NGC2105
OC,86.0958,-68.5478,12.2,NGC2109
OC,86.13795,-70.9933,12.5,NGC2111
OC+Neb,86.35289999999999,-69.7742,12.3,NGC2113
OC,86.5509,-68.0483,12.5,NGC2114
Gxy,86.4741,-21.9997,12.5,NGC2073
Neb,86.69085,0.0791667,8.0,M78/NGC2068
Gxy,86.69669999999999,-16.7822,13.0,NGC2076
OC,86.8134,-68.5081,12.9,NGC2116
Gxy,86.7567,-34.2511,11.3,NGC2090
OC,86.91495,-69.1319,12.0,NGC2118
OC,86.94165,-67.4503,12.7,NGC2117
Gxy,86.9646,-17.6028,12.0,NGC2089
OC,87.05160000000001,-71.4811,12.4,NGC2121
OC+Neb,87.21915,-70.07,10.4,NGC2122
OC,87.98625,-71.0972,11.1,NGC2134
OC,87.64455000000001,-63.675,12.7,NGC2120
Gxy,87.69284999999999,-21.5675,12.2,NGC2106
OC,87.8433,-69.3614,11.6,NGC2127
OC,87.9309,-65.3217,12.6,NGC2123
OC,88.09920000000001,-67.3342,12.0,NGC2130
Gxy,88.04745,-7.45667,12.5,NGC2110
OC,88.07624999999999,32.5531,5.6,M37/NGC2099
OC,88.24619999999999,-69.4933,10.5,NGC2136
OC,88.3959,-67.4272,12.1,NGC2135
OC,88.30499999999999,-69.4819,12.7,NGC2137
OC,88.43835,0.410833,9.1,NGC2112
OC,88.56795000000001,-68.6,12.4,NGC2140
OC,88.59465,-70.9019,12.1,NGC2145
OC,88.9296,-74.3539,13.0,NGC2161
OC+Neb,88.9404,-68.2017,12.9,NGC2147
PN,89.07495,46.1167,11.0,IC2149
OC,89.39535000000001,-69.1972,10.2,NGC2157
OC,89.4096,-67.2622,11.8,NGC2154
OC,89.46045000000001,-68.4608,11.4,NGC2156
Gxy,89.4675,-20.085,12.8,NGC2124
OC,89.5125,-68.6244,11.4,NGC2159
OC,89.55375000000001,-68.2897,12.2,NGC2160
OC,89.49374999999999,-72.9781,11.9,NGC2173
OC,89.6388,-65.4764,12.6,NGC2155
OC,89.72879999999999,-68.5156,10.3,NGC2164
OC,89.8908,-67.9411,12.9,NGC2166
OC,90.0246,-68.6369,11.8,NGC2172
OC,90.26715,-74.7256,12.9,NGC2190
OC,90.27705,23.3222,6.7,NGC2129
OC,90.31875000000001,-67.7333,12.8,NGC2177
Gxy,90.28245000000001,-23.6722,11.7,NGC2139
Gxy,90.69794999999999,-63.7644,12.7,NGC2178
OC,90.6375,49.8658,10.2,NGC2126
OC,90.72959999999999,10.4464,9.4,NGC2141
Gxy,90.9513,-69.5833,12.6,NGC2187
Gxy,91.14285000000001,57.6275,12.7,NGC2128
Gxy,91.1871,-73.4003,13.0,NGC2199
OC,91.17795,-75.4383,12.0,NGC2203
OC,91.24995,24.0,8.4,IC2157
OC,91.8567,24.0961,8.6,NGC2158
Gxy,92.0088,-21.7472,12.5,NGC2179
OC,92.1012,13.9647,5.9,NGC2169
Gxy,92.0988,-52.5125,12.3,NGC2191
OC,92.2329,24.3578,5.1,M35/NGC2168
OC+Neb,92.41499999999999,20.4875,6.8,NGC2175
Gxy,92.5404,-34.1053,11.8,NGC2188
Gxy,92.63669999999999,-62.5389,12.8,NGC2205
OC,92.67495,-71.5283,12.4,NGC2213
OC,92.88285,-69.1208,10.2,NGC2210
OC,93.02955,5.45861,8.7,NGC2186
Gxy,93.0396,-21.8067,11.5,NGC2196
OC,93.23955000000001,-68.2592,10.9,NGC2214
OC,93.4413,12.8067,8.5,NGC2194
OC,93.82245,39.8553,10.9,NGC2192
OC,93.8841,-18.6658,8.6,NGC2204
Gxy,93.9987,-26.7658,12.4,NGC2206
Gxy,94.0908,-21.3733,11.0,NGC2207
Gxy,94.1166,-21.3759,11.76,IC2163
Gxy,94.6263,-18.5372,12.8,NGC2211
Gxy,94.66245,78.3578,10.3,NGC2146
OC,95.20500000000001,-7.28389,8.4,NGC2215
Gxy,95.37795,-22.0875,13.0,NGC2216
Gxy,95.41545,-27.2344,10.4,NGC2217
PN,95.42505,-12.9833,13.0,IC2165
Gxy,95.64420000000001,51.9092,12.9,NGC2208
Gxy,96.1488,-22.8392,11.8,NGC2223
Gxy,96.49125000000001,-22.0053,12.9,NGC2227
OC,96.45705,-68.9197,12.2,NGC2249
OC,97.00455,-4.8475,4.2,NGC2232
OC,97.4154,6.83056,8.5,NGC2236
OC,97.3938,-31.2814,9.4,NGC2243
OC+Neb,97.98165,4.94306,4.8,NGC2244/C50
OC,98.4579,-5.08444,9.0,NGC2250
OC,98.6604,8.36639,7.3,NGC2251
OC,98.67869999999999,5.36639,8.0,NGC2252
OC,98.9571,7.67333,9.1,NGC2254
OC,99.90870000000001,1.14361,11.3,NGC2262
Gxy,99.61755,-24.8469,12.3,NGC2263
